,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,subject
0,-634.916758246308,-299.92086933748453,-50.473316585193125,-53.07622715813135,11.46706793586473,-58.87030546343229,0.20702305300638316,4.306383464509936,-1.0909821244228584,-0.6877821736855481,0.20550860269054685,-0.7404400534308236,-0.5640484596035554,0.7705428562844148,0.6057507041210489,0.862384163086906,0.1697920168612148,-0.23892325266140743,-0.24485732042951686,0.044053147407463536,50002
1,-634.9239201005654,-320.649541927275,-55.82312662913895,-58.71068022400646,125.15823339037296,25.81088694529857,8.649326881650534,0.9608426356166103,9.761004803667651,0.011182956086500365,-1.1918355879325027,-0.22497580771420847,-0.31845957064617747,-0.619818790760153,-0.007024172017268697,0.43404723781954846,-0.25078715787320877,-0.18831727691836408,-0.09545112404929973,0.19363933763400326,50003
2,-634.8511997039574,-309.8484901787584,-54.848445383875735,-59.07642825326353,21.683685094820568,-31.44441185646152,3.040249011381935,2.080386305403533,1.065130675542982,-2.3471646448256367,-0.5819273819554739,-0.14747860021409012,-0.23813837067461902,-0.4974029874317108,-0.011691925177452748,0.6418878648449658,-0.12540547727966056,0.028399645869785398,-0.018790648188092944,-0.052379647985057974,50004
3,-634.8374638488173,-315.8805231532055,-53.11968532601679,-57.93290131772067,10.993716852298464,-29.023633189482826,-0.36701112956529164,5.592828579960263,-0.5438649116460769,-2.097294100836989,1.1054805236345329,-1.3892021971439428,-0.4367420599533363,-0.42566468020966597,0.7246794040251812,-0.24656216851534157,-0.03320844759419197,0.0859567899942554,-0.012336987897896485,-0.004138437840825087,50005
4,-634.8197020218896,-305.8923302939107,-54.60318390002424,-62.532175872520256,-9.323335631781966,-36.58310856883732,-0.7483648842077923,5.133441270126871,-1.838253923346015,-3.497286638617629,1.157477223348073,-1.2637295577399266,-0.6072057750605283,-0.003938079621479133,-0.09013405296547279,0.0771251823513133,-0.37610419820764696,-0.04367542715774091,-0.04733079792051888,0.04157991531402895,50006
5,-634.8449855254963,-306.8163360725023,-57.1458325425436,-61.450639294613005,29.367545680386424,-24.89405620631019,3.250379935904417,3.409936155790941,1.778091071902853,-4.157659096657905,0.7865315890341236,-1.2046585946399835,-0.9136867963745143,-0.13087215195751506,-0.11159468395290889,-0.028866502711084163,-0.11284594466521418,-0.003458351045429978,-0.03707593990386933,0.0186160745949898,50007
6,-634.8341858756716,-319.7690652149275,-56.25642741047595,-60.82378773257254,50.67245522766636,-17.010520939422747,11.392833863723151,-7.656169126597874,5.5108472297983,-0.7355508238153105,-0.9103387733727146,0.10735545617064954,0.23766414209707623,-0.4879408498452279,-0.012666153254250143,0.5085720158878189,-0.2148518079260868,-0.02733244501047024,-0.04364198942658907,0.08252801349734157,50008
7,-634.7706248343054,-322.8430080845694,-57.765050227322256,-60.43116231183578,7.376834001162985,-40.30048084386417,11.932688425989282,-9.968828424367699,2.8617798575838638,-3.462855754835672,-0.010291028598847125,-0.2462338372323908,0.19179845034417708,-0.2021095748414144,-0.047210238341036846,0.21855015030558123,-0.3666898670085213,-0.022909591848637334,-0.037848346115001846,-0.06964932081128898,50009
8,-635.133798955608,-277.98176413566176,-46.772033017299194,-40.646864877675185,-10.163908959188488,-27.06579545872151,10.88311480680004,-12.840920576492648,1.4116691574289513,2.867337582639348,0.8553982319815758,-0.8181765631514692,-0.06076473611236913,0.025980814416775886,-0.14103804225164757,-0.05044938531532127,-0.2779039589185048,0.05523890536839398,-0.01963612853354681,-0.0005739739853961505,50010
9,-634.8069005424859,-307.8761464146756,-56.46417216391663,-62.652724558217606,-6.527271845056265,-34.83004813066158,1.696465454263526,2.4150982562185206,-0.8154630625700668,-4.204599313117454,1.0586779969297881,-1.1738786460745467,-0.5732682904192634,-0.031873316665832443,-0.10259187833038244,0.048980257627013066,-0.2349834864549195,0.0029426573944536486,-0.035322496188620524,0.028198324429585416,50011
10,-634.7517124112442,-324.8476777303014,-56.5737664314337,-62.8265087207657,7.047099487477678,-33.372932540075745,4.922768501606208,-0.4145909589066405,0.989269954460796,-4.807025346690175,-0.6079594807394894,0.013023635568635854,-0.19380594176219454,-0.4407108583083096,0.018072719161743682,0.5593489592130095,-0.3850697930507807,-0.06401097494271912,-0.040939861843952735,0.003337361702891601,50012
